name,value
43192.0,HEMOGLOBINA
3,"14,5"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"11,8"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"14,5"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"14,5"
26,M11-15%
27,H12-17
43192.0,HEMATIES
3,4350000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4030000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4350000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,4350000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,8400.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,5800.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,8400.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,8400.0
26,4.000-10.000/mm3
43192.0,PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,PLAQUETAS
25,mm3
26,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.74
8,SEGMENTADOS
10,0.78
15,SEGMENTADOS
17,0.74
22,SEGMENTADOS
24,0.74
43192.0,LINFOCITOS
3,0.26
8,LINFOCITOS
10,0.22
15,LINFOCITOS
17,0.26
22,LINFOCITOS
24,0.26
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
5,VALIDADO:
6,TMD.NANCYHERRERASORIA
12,VALIDADO:
13,TMD.NANCYHERRERASORIA
19,VALIDADO:
20,TMD.NANCYHERRERASORIA
26,VALIDADO:
27,TMD.NANCYHERRERASORIA
43192.0,43209.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
24,CLINICADEESPECIALIDADES
31,CLINICADEESPECIALIDADES
38,CLINICADEESPECIALIDADES
45,CLINICADEESPECIALIDADES
52,CLINICADEESPECIALIDADES
59,CLINICADEESPECIALIDADES
66,CLINICADEESPECIALIDADES
73,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
24,"MEDICAS""CONOCOTO"""
31,"MEDICAS""CONOCOTO"""
38,"MEDICAS""CONOCOTO"""
45,"MEDICAS""CONOCOTO"""
52,"MEDICAS""CONOCOTO"""
59,"MEDICAS""CONOCOTO"""
66,"MEDICAS""CONOCOTO"""
73,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
24,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
31,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
38,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
45,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
52,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
59,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
66,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
73,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
22,LABORATORIOCLINICO
24,Telefono:0223452220987041006
29,LABORATORIOCLINICO
31,Telefono:0223452220987041006
36,LABORATORIOCLINICO
38,Telefono:0223452220987041006
43,LABORATORIOCLINICO
45,Telefono:0223452220987041006
50,LABORATORIOCLINICO
52,Telefono:0223452220987041006
57,LABORATORIOCLINICO
59,Telefono:0223452220987041006
64,LABORATORIOCLINICO
66,Telefono:0223452220987041006
71,LABORATORIOCLINICO
73,Telefono:0223452220987041006
43192.0,NOMBRE
2,ARIELOCHOA
4,FECHA
5,43209.0
8,NOMBRE
9,LOPEZJUAN
11,FECHA
12,43209.0
15,NOMBRE
16,BLANCAPILAGUANO
18,FECHA
19,43209.0
22,NOMBRE
23,CRISTOFHERCUMANICHO
25,FECHA
26,43209.0
29,NOMBRE
30,DIANASANCHEZ
32,FECHA
33,43209.0
36,NOMBRE
37,CAROLBARROS
39,FECHA
40,43209.0
43,NOMBRE
44,DIANASANCHEZ
46,FECHA
47,43209.0
50,NOMBRE
51,OCHOAARIEL
53,FECHA
54,43209.0
57,NOMBRE
58,SANTACRUZNATASHA
60,FECHA
61,43209.0
64,NOMBRE
65,BETANCOURTMARIA
67,FECHA
68,43209.0
71,NOMBRE
72,REAMARIA
74,FECHA
75,43209.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
57,MUESTRA
59,SANGRE
60,MEDICO:
64,MUESTRA
66,SANGRE
67,MEDICO:
71,MUESTRA
73,SANGRE
74,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
24,BIOMETRIA
31,BIOMETRIA
38,BIOMETRIA
45,BIOMETRIA
52,BIOMETRIA
59,BIOMETRIA
66,BIOMETRIA
73,BIOMETRIA
43192.0,HEMATOCRITO
3,"40,7%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"47,1%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"40,1%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"31,6%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"40,5%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"43,5%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"40,5%"
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,0.393
54,M:40-50%
55,H:45-55
57,HEMATOCRITO
59,"b""33,4%"""
61,M:40-50%
62,H:45-55
64,HEMATOCRITO
66,"b""35,6%"""
68,M:40-50%
69,H:45-55
71,HEMATOCRITO
73,"b""40,6%"""
75,M:40-50%
76,H:45-55
43192.0,HEMOGLOBINA
3,"13,6"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"15,7"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"13,3"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"11,0"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"13,6"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"14,5"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"13,6"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"14,1"
54,M11-15%
55,H12-17
57,HEMOGLOBINA
59,"11,6"
61,M11-15%
62,H12-17
64,HEMOGLOBINA
66,"12,8"
68,M11-15%
69,H12-17
71,HEMOGLOBINA
73,"14,1"
75,M11-15%
76,H12-17
43192.0,HEMATIES
3,4460000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4920000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4200000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,3780000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,3870000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,4400000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,3870000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,4360000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
57,HEMATIES
59,3440000.0
61,"M4,0-5,5"
62,"H4,5-6,0millones/mm3"
64,HEMATIES
66,3640000.0
68,"M4,0-5,5"
69,"H4,5-6,0millones/mm3"
71,HEMATIES
73,4110000.0
75,"M4,0-5,5"
76,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,5600.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,7100.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,5100.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,9500.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,6300.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,4300.0
40,4.000-10.000/mm3
43,LEUCOCITOS
45,6300.0
47,4.000-10.000/mm3
50,LEUCOCITOS
52,6100.0
54,4.000-10.000/mm3
57,LEUCOCITOS
59,9800.0
61,4.000-10.000/mm3
64,LEUCOCITOS
66,5800.0
68,4.000-10.000/mm3
71,LEUCOCITOS
73,8800.0
75,4.000-10.000/mm3
43192.0,PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43,PLAQUETAS
46,mm3
47,150.000-450.000/mm3
50,PLAQUETAS
53,mm3
54,150.000-450.000/mm3
57,PLAQUETAS
60,mm3
61,150.000-450.000/mm3
64,PLAQUETAS
67,mm3
68,150.000-450.000/mm3
71,PLAQUETAS
74,mm3
75,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43,FORMULALEUCOCITARIA
50,FORMULALEUCOCITARIA
57,FORMULALEUCOCITARIA
64,FORMULALEUCOCITARIA
71,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.52
8,SEGMENTADOS
10,0.74
15,SEGMENTADOS
17,0.63
22,SEGMENTADOS
24,0.7
29,SEGMENTADOS
31,0.79
36,SEGMENTADOS
38,0.68
43,SEGMENTADOS
45,0.79
50,SEGMENTADOS
52,0.52
57,SEGMENTADOS
59,0.82
64,SEGMENTADOS
66,0.62
71,SEGMENTADOS
73,0.86
43192.0,LINFOCITOS
3,0.48
8,LINFOCITOS
10,0.26
15,LINFOCITOS
17,0.37
22,LINFOCITOS
24,0.3
29,LINFOCITOS
31,0.21
36,LINFOCITOS
38,0.32
43,LINFOCITOS
45,0.21
50,LINFOCITOS
52,0.48
57,LINFOCITOS
59,0.18
64,LINFOCITOS
66,0.38
71,LINFOCITOS
73,0.14
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43,EOSINOFILOS
50,EOSINOFILOS
57,EOSINOFILOS
64,EOSINOFILOS
71,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43,MONOCITOS
50,MONOCITOS
57,MONOCITOS
64,MONOCITOS
71,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43,BASOFILOS
50,BASOFILOS
57,BASOFILOS
64,BASOFILOS
71,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
43,CAYADOS
50,CAYADOS
57,CAYADOS
64,CAYADOS
71,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
36,SEDIMENTACION
39,mm
40,1HORA
43,SEDIMENTACION
46,mm
47,1HORA
50,SEDIMENTACION
53,mm
54,1HORA
57,SEDIMENTACION
60,mm
61,1HORA
64,SEDIMENTACION
67,mm
68,1HORA
71,SEDIMENTACION
74,mm
75,1HORA
5,VALIDADO:
6,TMD.NANCYHERRERASORIA
12,VALIDADO:
13,TMD.NANCYHERRERASORIA
19,VALIDADO:
20,TMD.NANCYHERRERASORIA
26,VALIDADO:
27,TMD.NANCYHERRERASORIA
33,VALIDADO:
34,TMD.NANCYHERRERASORIA
40,VALIDADO:
41,TMD.NANCYHERRERASORIA
47,VALIDADO:
48,TMD.NANCYHERRERASORIA
54,VALIDADO:
55,LCDA.DGUERRERO
61,VALIDADO:
62,LCDA.DGUERRERO
68,VALIDADO:
69,LCDA.DGUERRERO
75,VALIDADO:
76,LCDA.DGUERRERO
43192.0,43210.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
24,CLINICADEESPECIALIDADES
31,CLINICADEESPECIALIDADES
38,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
24,"MEDICAS""CONOCOTO"""
31,"MEDICAS""CONOCOTO"""
38,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
24,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
31,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
38,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
22,LABORATORIOCLINICO
24,Telefono:0223452220987041006
29,LABORATORIOCLINICO
31,Telefono:0223452220987041006
36,LABORATORIOCLINICO
38,Telefono:0223452220987041006
43192.0,NOMBRE
2,ARIELOCHOA
4,FECHA
5,43210.0
8,NOMBRE
9,JENIFFERRAMIREZ
11,FECHA
12,43210.0
15,NOMBRE
16,MARIAAGILA
18,FECHA
19,43210.0
22,NOMBRE
23,ANAFLORES
25,FECHA
26,43210.0
29,NOMBRE
30,SANCHEZTANIA
32,FECHA
33,43210.0
36,NOMBRE
37,TORRESMARIA
39,FECHA
40,43210.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
24,BIOMETRIA
31,BIOMETRIA
38,BIOMETRIA
43192.0,HEMATOCRITO
3,"43,6%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"43,4%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"41,9%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"44,6%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"b""33,5%"""
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"b""41,0%"""
40,M:40-50%
41,H:45-55
43192.0,HEMOGLOBINA
3,"14,2"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"13,8"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"14,8"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"15,4"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"11,9"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"13,5"
40,M11-15%
41,H12-17
43192.0,HEMATIES
3,4670000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4450000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4260000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,4540000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,3560000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,4300000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,4600.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,7200.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,21600.0
19,4.000-10.000/mm3
22,LEUCOCITOS
24,12000.0
26,4.000-10.000/mm3
29,LEUCOCITOS
31,8600.0
33,4.000-10.000/mm3
36,LEUCOCITOS
38,6200.0
40,4.000-10.000/mm3
43192.0,PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,PLAQUETAS
18,mm3
19,150.000-450.000/mm3
22,PLAQUETAS
25,mm3
26,150.000-450.000/mm3
29,PLAQUETAS
32,mm3
33,150.000-450.000/mm3
36,PLAQUETAS
39,mm3
40,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
22,FORMULALEUCOCITARIA
29,FORMULALEUCOCITARIA
36,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.62
8,SEGMENTADOS
10,0.72
15,SEGMENTADOS
17,0.83
22,SEGMENTADOS
24,0.82
29,SEGMENTADOS
31,0.78
36,SEGMENTADOS
38,0.77
43192.0,LINFOCITOS
3,0.38
8,LINFOCITOS
10,0.28
15,LINFOCITOS
17,0.17
22,LINFOCITOS
24,0.18
29,LINFOCITOS
31,0.22
36,LINFOCITOS
38,0.23
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
22,EOSINOFILOS
29,EOSINOFILOS
36,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
22,MONOCITOS
29,MONOCITOS
36,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
22,BASOFILOS
29,BASOFILOS
36,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
22,CAYADOS
29,CAYADOS
36,CAYADOS
16,CONTAJEDELEUCOCITOSCONFIRMADO
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
22,SEDIMENTACION
25,mm
26,1HORA
29,SEDIMENTACION
32,mm
33,1HORA
36,SEDIMENTACION
39,mm
40,1HORA
5,VALIDADO:
6,TMD.NANCYHERRERASORIA
12,VALIDADO:
13,TMD.NANCYHERRERASORIA
19,VALIDADO:
20,TMD.NANCYHERRERASORIA
26,VALIDADO:
27,TMD.NANCYHERRERASORIA
33,VALIDADO:
34,LCDA.DGUERRERO
40,VALIDADO:
41,LCDA.DGUERRERO
43192.0,43211.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
43192.0,NOMBRE
2,SANCHEZGALO
4,FECHA
5,43211.0
8,NOMBRE
9,FIGUEROAEFREN
11,FECHA
12,43211.0
15,NOMBRE
16,GUEVARAJESI
18,FECHA
19,43211.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
43192.0,HEMATOCRITO
3,"b""42,3%"""
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"b""44,0%"""
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"b""36,1%"""
19,M:40-50%
20,H:45-55
43192.0,HEMOGLOBINA
3,"14,4"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"14,4"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"11,3"
19,M11-15%
20,H12-17
43192.0,HEMATIES
3,3970000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4640000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4310000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,4800.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,4500.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,4200.0
19,4.000-10.000/mm3
43192.0,PLAQUETAS
4,mm3
5,150.000-450.000/mm3
8,PLAQUETAS
11,mm3
12,150.000-450.000/mm3
15,PLAQUETAS
18,mm3
19,150.000-450.000/mm3
43192.0,FORMULALEUCOCITARIA
8,FORMULALEUCOCITARIA
15,FORMULALEUCOCITARIA
43192.0,SEGMENTADOS
3,0.59
8,SEGMENTADOS
10,0.66
15,SEGMENTADOS
17,0.74
43192.0,LINFOCITOS
3,0.41
8,LINFOCITOS
10,0.34
15,LINFOCITOS
17,0.26
43192.0,EOSINOFILOS
8,EOSINOFILOS
15,EOSINOFILOS
43192.0,MONOCITOS
8,MONOCITOS
15,MONOCITOS
43192.0,BASOFILOS
8,BASOFILOS
15,BASOFILOS
43192.0,CAYADOS
8,CAYADOS
15,CAYADOS
43192.0,SEDIMENTACION
4,mm
5,1HORA
8,SEDIMENTACION
11,mm
12,1HORA
15,SEDIMENTACION
18,mm
19,1HORA
5,VALIDADO:
6,LCDA.DGUERRERO
12,VALIDADO:
13,LCDA.DGUERRERO
19,VALIDADO:
20,LCDA.DGUERRERO
43192.0,43213.0
3,CLINICADEESPECIALIDADES
10,CLINICADEESPECIALIDADES
17,CLINICADEESPECIALIDADES
24,CLINICADEESPECIALIDADES
31,CLINICADEESPECIALIDADES
38,CLINICADEESPECIALIDADES
45,CLINICADEESPECIALIDADES
52,CLINICADEESPECIALIDADES
3,"MEDICAS""CONOCOTO"""
10,"MEDICAS""CONOCOTO"""
17,"MEDICAS""CONOCOTO"""
24,"MEDICAS""CONOCOTO"""
31,"MEDICAS""CONOCOTO"""
38,"MEDICAS""CONOCOTO"""
45,"MEDICAS""CONOCOTO"""
52,"MEDICAS""CONOCOTO"""
3,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
10,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
17,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
24,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
31,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
38,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
45,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
52,Direcci\xc3\xb3n.VicenteRocafuerteyBruning
43192.0,LABORATORIOCLINICO
3,Telefono:0223452220987041006
8,LABORATORIOCLINICO
10,Telefono:0223452220987041006
15,LABORATORIOCLINICO
17,Telefono:0223452220987041006
22,LABORATORIOCLINICO
24,Telefono:0223452220987041006
29,LABORATORIOCLINICO
31,Telefono:0223452220987041006
36,LABORATORIOCLINICO
38,Telefono:0223452220987041006
43,LABORATORIOCLINICO
45,Telefono:0223452220987041006
50,LABORATORIOCLINICO
52,Telefono:0223452220987041006
43192.0,NOMBRE
2,IRMAO\xc3\x91A
4,FECHA
5,43213.0
8,NOMBRE
9,ARISTIDESLIMA
11,FECHA
12,43213.0
15,NOMBRE
16,JHONCOYASO
18,FECHA
19,43213.0
22,NOMBRE
23,VICENTETROYA
25,FECHA
26,43213.0
29,NOMBRE
30,SONIAMERA
32,FECHA
33,43213.0
36,NOMBRE
37,VICENTETROYA
39,FECHA
40,43213.0
43,NOMBRE
44,SANCHEZMARIA
46,FECHA
47,43213.0
50,NOMBRE
51,VILLACRESJOSE
53,FECHA
54,43213.0
43192.0,MUESTRA
3,SANGRE
4,MEDICO:
8,MUESTRA
10,SANGRE
11,MEDICO:
15,MUESTRA
17,SANGRE
18,MEDICO:
22,MUESTRA
24,SANGRE
25,MEDICO:
29,MUESTRA
31,SANGRE
32,MEDICO:
36,MUESTRA
38,SANGRE
39,MEDICO:
43,MUESTRA
45,SANGRE
46,MEDICO:
50,MUESTRA
52,SANGRE
53,MEDICO:
3,BIOMETRIA
10,BIOMETRIA
17,BIOMETRIA
24,BIOMETRIA
31,BIOMETRIA
38,BIOMETRIA
45,BIOMETRIA
52,BIOMETRIA
43192.0,HEMATOCRITO
3,"42,7%"
5,M:40-50%
6,H:45-55
8,HEMATOCRITO
10,"44,5%"
12,M:40-50%
13,H:45-55
15,HEMATOCRITO
17,"41,8%"
19,M:40-50%
20,H:45-55
22,HEMATOCRITO
24,"58,1%"
26,M:40-50%
27,H:45-55
29,HEMATOCRITO
31,"39,7%"
33,M:40-50%
34,H:45-55
36,HEMATOCRITO
38,"58,1%"
40,M:40-50%
41,H:45-55
43,HEMATOCRITO
45,"b""41,6%"""
47,M:40-50%
48,H:45-55
50,HEMATOCRITO
52,"b""50,2%"""
54,M:40-50%
55,H:45-55
43192.0,HEMOGLOBINA
3,"13,4"
5,M11-15%
6,H12-17
8,HEMOGLOBINA
10,"15,0"
12,M11-15%
13,H12-17
15,HEMOGLOBINA
17,"13,3"
19,M11-15%
20,H12-17
22,HEMOGLOBINA
24,"18,8"
26,M11-15%
27,H12-17
29,HEMOGLOBINA
31,"12,4"
33,M11-15%
34,H12-17
36,HEMOGLOBINA
38,"18,8"
40,M11-15%
41,H12-17
43,HEMOGLOBINA
45,"14,4"
47,M11-15%
48,H12-17
50,HEMOGLOBINA
52,"16,8"
54,M11-15%
55,H12-17
43192.0,HEMATIES
3,4290000.0
5,"M4,0-5,5"
6,"H4,5-6,0millones/mm3"
8,HEMATIES
10,4610000.0
12,"M4,0-5,5"
13,"H4,5-6,0millones/mm3"
15,HEMATIES
17,4210000.0
19,"M4,0-5,5"
20,"H4,5-6,0millones/mm3"
22,HEMATIES
24,5600000.0
26,"M4,0-5,5"
27,"H4,5-6,0millones/mm3"
29,HEMATIES
31,4210000.0
33,"M4,0-5,5"
34,"H4,5-6,0millones/mm3"
36,HEMATIES
38,5600000.0
40,"M4,0-5,5"
41,"H4,5-6,0millones/mm3"
43,HEMATIES
45,4550000.0
47,"M4,0-5,5"
48,"H4,5-6,0millones/mm3"
50,HEMATIES
52,4750000.0
54,"M4,0-5,5"
55,"H4,5-6,0millones/mm3"
43192.0,LEUCOCITOS
3,11400.0
5,4.000-10.000/mm3
8,LEUCOCITOS
10,6400.0
12,4.000-10.000/mm3
15,LEUCOCITOS
17,4100.0
19,4.000-10.000/mm3
